"","Date","Stream","Discharge_cms"
"375",2018-07-03,"Peterson",0.0553997440664313
"376",2018-07-03,"Steep",0.117597681945934
"377",2018-07-04,"Herbert",41.323709283051
"378",2018-07-04,"Montana",1.177050245601
"379",2018-07-04,"Peterson",0.0415240290835363
"380",2018-07-04,"Steep",0.114570047279502
"381",2018-07-05,"Herbert",48.918684084309
"382",2018-07-05,"Montana",1.418854791393
"383",2018-07-05,"Peterson",0.0315785500504109
"384",2018-07-05,"Steep",0.111736770627025
"385",2018-07-06,"Herbert",45.314289263373
"386",2018-07-06,"Montana",1.407171500331
"387",2018-07-06,"Peterson",0.0267301745064861
"388",2018-07-06,"Steep",0.104951480097469
"389",2018-07-07,"Herbert",39.650240259045
"390",2018-07-07,"Montana",1.388087710027
"391",2018-07-07,"Peterson",0.0259945659241855
"392",2018-07-07,"Steep",0.09554684456636
"393",2018-07-08,"Herbert",33.471277708869
"394",2018-07-08,"Montana",1.177376212925
"395",2018-07-08,"Peterson",0.0264952215503265
"396",2018-07-08,"Steep",0.0933337732713664
"397",2018-07-09,"Herbert",30.767981593167
"398",2018-07-09,"Montana",1.012614929441
"399",2018-07-09,"Peterson",0.0230053499281211
"400",2018-07-09,"Steep",0.0904305725831557
"401",2018-07-10,"Herbert",32.183993844249
"402",2018-07-10,"Montana",0.950195724395
"403",2018-07-10,"Peterson",0.0293014393907141
"404",2018-07-10,"Steep",0.163285036726463
"405",2018-07-11,"Herbert",46.086659582145
"406",2018-07-11,"Montana",0.991222837185
"407",2018-07-11,"Peterson",0.0891448513056959
"408",2018-07-11,"Steep",0.222803206535066
"409",2018-07-12,"Herbert",60.118053706503
"410",2018-07-12,"Montana",2.23580480339
"411",2018-07-12,"Peterson",0.245177775035994
"412",2018-07-12,"Steep",0.159403449423691
"413",2018-07-13,"Herbert",47.116486673841
"414",2018-07-13,"Montana",2.15223716739
"415",2018-07-13,"Peterson",0.246261456293057
"416",2018-07-13,"Steep",0.116886407237201
"417",2018-07-14,"Herbert",38.105499621501
